sedol,country,marketclass,security,industry,weightchange,excessvolume,pricechangepercent
BHR3R21,MALAYSIA,EM,SAPURA ENERGY,Energy,0.55193103,0.008834284,-0.00297383
BV2CL30,JAPAN,DMSC,MIE BANK (THE),Banks,0.552032141,0.410629749,0.006302521
5914270,USA,DMSC,INSPERITY,Commercial & Professional Services,0.552097021,0.401172487,0.001120448
B11TD81,USA,DMSC,MOVADO GROUP,Consumer Durables & Apparel,0.552258361,0.48825149,0.006854532
B01Z4C3,TAIWAN,EMSC,VOLTRONIC POWER TECH,Capital Goods,0.552321435,0.102391379,-0.006646217
7132735,USA,DMSC,ASTRONICS CORP,Capital Goods,0.552359485,-0.128298869,-0.005617978
B39VJC9,USA,DMSC,FAIRMOUNT SANTROL,Energy,0.552447552,2.265989015,-0.098998232
4697378,NORWAY,DMSC,DNO,Energy,0.55255056,-0.304104773,0.007874016
BPF0548,UNITED KINGDOM,DMSC,RATHBONE BROTHERS,Diversified Financials,0.552674727,-0.432497926,-0.028374233
B4YCYX0,JAPAN,DMSC,PC DEPOT CORP,Retailing,0.553018084,0.063200623,-0.015205725
7155884,SWEDEN,DMSC,RECIPHARM B,"Pharmaceuticals, Biotechnology & Life Sciences",0.553164883,0.888149257,0.017841971
7520794,USA,DMSC,SENECA FOODS CORP A,Food Beverage & Tobacco,0.553388051,-0.05245954,-0.001431639
B00FX50,CHINA,EMSC,HI SUN TECHNO CHINA (CN),Software & Services,0.55353547,0.05332017,-0.031032299
BD6T1P3,MEXICO,EM,PROMOTORA Y OPER DE INFR,Transportation,0.553554886,0.014477886,0.032563647
B76D410,USA,DM,WORKDAY A,Software & Services,0.55364438,0.036320222,-0.004226543
7222755,MALAYSIA,EMSC,V.S. INDUSTRY,Technology Hardware & Equipment,0.55365042,-0.357232899,-0.006609049
BLNN0G8,ISRAEL,DMSC,JERUSALEM ECONOMY,Real Estate,0.553692014,-0.264169519,-0.004694836
B07ZBW6,FINLAND,DMSC,KEMIRA,Materials,0.553941446,-0.328447586,0.001588562
B176416,KOREA,EM,HYUNDAI STEEL CO,Materials,0.553994449,0.030235665,-0.004918033
BB97064,SWEDEN,DMSC,ELTEL,Capital Goods,0.554333692,0.695416711,-0.00990099
BFSSBH4,USA,DMSC,INVITAE,"Pharmaceuticals, Biotechnology & Life Sciences",0.554530467,-0.056894267,-0.003276898
7113990,JAPAN,DMSC,TSUKISHIMA KIKAI CO,Capital Goods,0.554543797,1.224657419,-0.020299662
BD376K0,CANADA,DM,SAPUTO,Food Beverage & Tobacco,0.554990035,0.179989782,-0.017784964
BP4W2Q6,USA,DMSC,LANTHEUS HOLDINGS,Health Care Equipment & Services,0.555096352,0.285934107,0.0041841
BYYLS68,JAPAN,DMSC,TOSEI CORP,Real Estate,0.555738983,0.200516764,-0.007912355
B1Z4WD0,FRANCE,DM,SODEXO,Consumer Services,0.556034997,-0.155307664,0.011056511
7050417,USA,DMSC,NATIONAL HEALTHCARE CORP,Health Care Equipment & Services,0.556184615,-0.326916989,0.000572082
B0LF188,INDONESIA,EMSC,MNC INVESTAMA,Media,0.556346516,0.17992196,-0.003333333
B03PQZ8,USA,DMSC,ARBOR REALTY TRUST,Diversified Financials,0.556406824,-0.400812738,-0.002657807
5517044,JAPAN,DMSC,SENKO GROUP HOLDINGS CO,Transportation,0.556904587,-0.116810053,0.015434606
4341783,HONG KONG,DMSC,SUMMIT ASCENT HOLDINGS,Capital Goods,0.55735078,-0.247612075,-0.01509434
BYQ8481,SWEDEN,DM,TELIA CO,Telecommunication Services,0.557556643,0.182821443,0.012231126
4350035,JAPAN,DMSC,OYO CORP,Commercial & Professional Services,0.557744571,-0.017259322,-0.00929368
B1WHVV3,USA,DMSC,TRONOX A,Materials,0.557752439,-0.3712333,-0.007462687
5703791,CHINA,EM,BRILLIANCE CHINA AUTO,Automobiles & Components,0.557883585,0.30804434,-0.002663825
7189292,FINLAND,DM,KONE B,Capital Goods,0.558617656,0.116238939,-0.007085917
7132832,KOREA,EM,CHEIL WORLDWIDE,Media,0.55884695,0.335915074,0.011111111
B10DQJ6,USA,DMSC,HSN A,Retailing,0.558850919,-0.333768497,-0.00597213
4681724,SINGAPORE,DMSC,KEPPEL DC REIT,Real Estate,0.559363692,-0.061649988,-0.000985222
BW4NR74,JAPAN,DMSC,MENICON,Health Care Equipment & Services,0.559448852,0.444564171,-0.000520833
BDC7B95,JAPAN,DMSC,HIBIYA ENGINEERING,Capital Goods,0.559545699,0.283130161,0.010135135
B00ZC75,JAPAN,DMSC,TODA CORP,Capital Goods,0.559592395,-0.098999558,0.006829268
5978630,USA,DMSC,SCIENTIFIC GAMES CORP A,Consumer Services,0.559600286,0.419185307,-0.013686131
7121250,TAIWAN,EMSC,LONG CHEN PAPER,Materials,0.559872453,-0.224033885,-0.020057307
B7Y4738,KOREA,EM,LG DISPLAY CO,Technology Hardware & Equipment,0.561010912,-0.402538388,-0.04825462
B18ZRK2,SWEDEN,DMSC,LEOVEGAS,Consumer Services,0.561276462,-0.114187114,-0.013927577
B5NC0D0,JAPAN,DMSC,TRANCOM CO,Transportation,0.561580306,1.314379086,0.069306931
BWWYWC9,AUSTRALIA,DMSC,CORPORATE TRAVEL MGMT,Consumer Services,0.562089219,-0.51002479,0.003322259
B0BV896,TAIWAN,EMSC,BASSO INDUSTRY CORP,Consumer Durables & Apparel,0.56233659,-0.201336642,-0.006369427
BRJLB32,POLAND,EM,LPP,Consumer Durables & Apparel,0.562558991,-0.245640609,0.050179211
B0C2PW0,TAIWAN,EM,FORMOSA PLASTIC CORP,Materials,0.5626841,2.197858738,-0.133333333
B1JMFJ7,TAIWAN,EMSC,CHUNG HUNG STEEL CORP,Materials,0.563770489,-0.075828661,-0.011363636
4612757,CHINA,EM,LENOVO GROUP,Technology Hardware & Equipment,0.563881249,-0.270972969,-0.012048193
B5VW1G2,USA,DMSC,BANKRATE,Software & Services,0.563981043,-0.065949754,0
B0KJTG5,CANADA,DM,ATCO I,Utilities,0.564058393,-0.125112598,-0.011160714
B012877,JAPAN,DMSC,TSI HOLDINGS CO,Consumer Durables & Apparel,0.564081999,-0.178904211,-0.005984766
5996159,CANADA,DMSC,CHINA GOLD INTL RES,Materials,0.564166208,-0.327131077,-0.001371115
B1FJ2J1,TAIWAN,EMSC,CHENG LOONG,Materials,0.56425017,0.099788281,0.002413516
4936394,SWEDEN,DM,INVESTOR B,Diversified Financials,0.564413127,-0.461913075,-0.011235955
5984024,SWITZERLAND,DMSC,LEONTEQ,Diversified Financials,0.564486627,-0.383226731,-0.001638002
BLWF8B6,FRANCE,DM,BUREAU VERITAS SA,Commercial & Professional Services,0.564506268,0.24598892,0.00720072
7391763,INDIA,EMSC,HOUSING DEV & INFRA,Real Estate,0.5650185,0.636263954,0.012658228
7058262,KOREA,EMSC,DAOU TECHNOLOGY,Diversified Financials,0.565114241,0.197651059,0.002988643
7156832,CANADA,DMSC,STELLA-JONES,Materials,0.565246557,3.103449903,0.002803738
4854719,BELGIUM,DMSC,FAGRON,Health Care Equipment & Services,0.565414901,-0.273278036,-0.001768347
BVSS671,FRANCE,DMSC,PLASTIVALOIRE,Materials,0.565733558,0.084310883,0.004366812
B1X3KP7,USA,DMSC,COVENANT TRANSPORT A,Transportation,0.565971827,-0.101580274,-0.001865672
7110902,UNITED KINGDOM,DM,PETROFAC,Energy,0.566403941,-0.20425819,0.016657413
7147892,USA,DMSC,JOHN B. SANFILIPPO & SON,Food Beverage & Tobacco,0.566492096,-0.228513641,0.00614182
B28PS95,PAKISTAN,EMSC,IGI INSURANCE,Insurance,0.567026307,-0.1560294,-0.018181818
7517893,SOUTH AFRICA,EMSC,FAMOUS BRANDS,Consumer Services,0.567030409,0.201157286,-0.001771479
4581619,SINGAPORE,DMSC,MAPLETREE COMM TRUST,Real Estate,0.567121709,0.001755162,-0.015432099
BYZWMR9,CHINA,EM,YY INC ADR,Software & Services,0.567231817,1.81204366,-0.045382166
7123104,USA,DM,NEWS CORP A,Media,0.567802649,-0.117118697,-0.009016393
B1TSL19,SOUTH AFRICA,EM,CORONATION FUND MANAGERS,Diversified Financials,0.567873939,-0.136072618,0.021496131
B8B7TL9,JAPAN,DMSC,TRANS COSMOS,Software & Services,0.568018605,-0.191509332,-0.014460512
B02SWN8,AUSTRIA,DMSC,AUSTRIA TECH & SYSTEM,Technology Hardware & Equipment,0.568148199,0.877216458,0.021006351
BWX5Y69,JAPAN,DMSC,SUMITOMO SEIKA CHEMICALS,Materials,0.568638305,-0.147970075,-0.018544936
7380062,JAPAN,DMSC,MARVELOUS,Software & Services,0.568697233,0.123220827,-0.02060644
7100099,USA,DMSC,TILE SHOP HLDGS,Retailing,0.569164998,0.118612152,-0.001527732
BYNXBZ5,NORWAY,DMSC,SKANDIABANKEN,Banks,0.569206433,0.284069454,0.018788536
5653487,TAIWAN,EMSC,TEST RESEARCH,Technology Hardware & Equipment,0.569515758,-0.176327735,-0.011857708
5468346,MALAYSIA,EM,DIALOG GROUP,Energy,0.56981346,0.038255251,-0.002206756
B1VP947,USA,DMSC,TRAVELCENTERS OF AMERICA,Retailing,0.56985663,0.109680517,0.020031196
5623662,TURKEY,EMSC,KORDSA GLOBAL ENDUSTRIYE,Automobiles & Components,0.570145632,-0.16639805,0.006545226
B17NLM7,SPAIN,DMSC,EUSKALTEL,Telecommunication Services,0.570990374,-0.044136944,-0.021596244
5485527,TAIWAN,EMSC,IEI INTEGRATION CORP,Technology Hardware & Equipment,0.57141171,-0.16288367,0.004913756
5838057,JAPAN,DMSC,MITSUI HIGH-TEC,Semiconductors & Semiconductor Equipment,0.572657069,-0.034325961,-0.014989955
5932409,USA,DMSC,GENERAL COMMUNICATION A,Telecommunication Services,0.572801209,-0.102241384,0.006941394
5130861,NEW ZEALAND,DMSC,METLIFECARE,Health Care Equipment & Services,0.573528972,0.054768165,-0.031288411
B05GS53,KOREA,EMSC,KOREA LINE,Transportation,0.57360067,0.236111324,0.036075036
5588169,INDIA,EMSC,PTC INDIA,Utilities,0.57382588,3.543600601,0.006050847
5117381,JAPAN,DMSC,FUKUSHIMA IND CORP,Capital Goods,0.573975085,0.011570179,-0.025477527
5119882,FRANCE,DMSC,COFACE,Insurance,0.574077833,-0.38761281,-0.004955947
5119893,JAPAN,DMSC,NAGAILEBEN CO,Health Care Equipment & Services,0.574266326,0.479886346,0.006176065
4627193,JAPAN,DMSC,PACK CORP (THE),Materials,0.574902785,0.626951929,0.012674897
5772627,USA,DMSC,ATN INTERNATIONAL,Telecommunication Services,0.574994428,0.227676393,0.036237624
5491966,CHINA,EM,KINGSOFT,Software & Services,0.575454159,-0.151963787,0.007813772
5922961,KOREA,EMSC,HWASEUNG ENTERPRISE,Consumer Durables & Apparel,0.57588581,0.138084266,0.021807957
5576067,KOREA,EMSC,SKBIOLAND CO,Household & Personal Products,0.575930205,-0.059581252,0.029341158
5740806,JAPAN,DMSC,DAIKEN CORP,Materials,0.57623261,-0.21806893,-0.029210153
5975266,USA,DMSC,SHOE CARNIVAL,Retailing,0.576260763,-0.249826632,0.013956879
5094536,INDONESIA,EMSC,SURYA SEMESTA INTERNUSA,Capital Goods,0.576339809,-0.21494378,0.013495951
5881857,JAPAN,DMSC,PRESSANCE,Consumer Durables & Apparel,0.576381371,0.265540859,0.013301911
BBNBQJ7,UNITED KINGDOM,DMSC,SOPHOS GROUP,Software & Services,0.576393704,0.214825255,0.012347188
4754972,KOREA,EMSC,INTEROJO,Health Care Equipment & Services,0.57670213,-0.026268945,-0.002394469
BYM6917,MALAYSIA,EMSC,MY EG SERVICES,Software & Services,0.576821071,1.321636123,-0.106379672
4557847,CHINA,EMSC,SPRINGLAND INTL HLDGS,Food & Staples Retailing,0.577353602,-0.041212294,-0.008098833
5982200,USA,DMSC,CHOICE HOTELS INTL,Consumer Services,0.57766613,-0.309624687,-0.012890489
BD1NML3,USA,DMSC,EAGLE PHARMACEUTICALS,"Pharmaceuticals, Biotechnology & Life Sciences",0.577777778,0.028545253,-0.005297351
B012VF6,GREECE,EMSC,MOTOR OIL HELLAS,Energy,0.578297803,0.245077355,-0.01065449
5753398,JAPAN,DMSC,H.I.S. CO,Consumer Services,0.578511049,1.109386302,0.003258324
B3P3LW3,TAIWAN,EMSC,WEI CHUAN FOOD,Food Beverage & Tobacco,0.579657846,0.39026708,0.037128392
5169218,CHINA,EM,TAL EDUCATION GROUP ADR,Consumer Services,0.579716208,0.001875905,0.019018824
5734672,JAPAN,DMSC,SACS BAR HOLDINGS,Retailing,0.579873159,0.400021293,0.011454156
5119901,TAIWAN,EMSC,ARCADYAN TECHNOLOGY CORP,Technology Hardware & Equipment,0.580354202,-0.10101639,0.003636176
BYM8DF5,BRAZIL,EMSC,MRV ENGENHARIA ON,Consumer Durables & Apparel,0.580509969,-0.443858282,-0.008841463
5695423,USA,DMSC,DDR,Real Estate,0.580591377,0.239591831,-0.00779459
5138638,THAILAND,EMSC,FORTH SMART SERVICE,Software & Services,0.580786026,-0.596665966,-0.02557687
5811917,INDIA,EMSC,CG POWER & INDUSTRIAL,Capital Goods,0.581843018,-0.460057263,-0.005197921
BV0L292,USA,DMSC,CABELA'S A,Retailing,0.582032413,0.597198515,0.059180209
B1SK0S6,JAPAN,DMSC,ANICOM HOLDINGS,Insurance,0.582166844,0.566985702,0.001083759
B1Y47Y7,USA,DM,AUTONATION,Retailing,0.582333662,-0.193035489,0.003372859
4642958,JAPAN,DMSC,HIDAY HIDAKA CORP,Consumer Services,0.582477665,-0.175503551,-0.0209762
B51PVR2,KOREA,EM,LG CHEM,Materials,0.582521289,4.04792861,-0.016777516
5709948,USA,DMSC,CALATLANTIC GROUP,Consumer Durables & Apparel,0.582717801,-0.299196927,-0.013909224
4378394,HONG KONG,DM,HANG LUNG GROUP,Real Estate,0.583067851,-0.014900583,-0.03424644
B8K9X70,UNITED KINGDOM,DMSC,COUNTRYSIDE PROPERTIES,Consumer Durables & Apparel,0.58335695,0.058475289,0.023300971
BYR4KP7,KOREA,EM,HANMI PHARM CO (NEW),"Pharmaceuticals, Biotechnology & Life Sciences",0.583637979,0.017777667,-0.012932919
5386534,NORWAY,DM,NORSK HYDRO,Materials,0.584123249,0.217516242,-0.048062593
5735642,CHINA,EMSC,GRIDSUM HOLDING ADR,Software & Services,0.584200254,-0.388699314,-0.000108648
B28SK09,BELGIUM,DMSC,BEKAERT,Materials,0.584425201,-0.000463071,-0.003982185
BYZTSW7,USA,DM,GARMIN,Consumer Durables & Apparel,0.584442883,1.180607,-0.008025682
5367227,KOREA,EM,LG HOUSEHOLD & HEALTH,Household & Personal Products,0.584939299,0.038154736,-0.022222222
4693194,CANADA,DMSC,WESTSHORE TERMINALS INV,Transportation,0.585531043,0.13532177,0.023107837
B28XLF6,KOREA,EMSC,JENAX,Materials,0.585638158,0.703126899,0.069379592
4943510,JAPAN,DMSC,AIFUL CORP,Diversified Financials,0.585944955,-0.17771115,-0.002561206
5949777,JAPAN,DMSC,TOYO INK MFG CO,Materials,0.585963868,1.275621583,0.016949153
5470556,JAPAN,DM,MARUICHI STEEL TUBE,Materials,0.586351272,-0.359436807,-0.006855081
5545670,KOREA,EM,HANKOOK TIRE CO,Automobiles & Components,0.586376195,-0.354387631,0.003293906
BB22L96,ITALY,DM,FIAT CHRYSLER AUTOMOBILE,Automobiles & Components,0.586699116,0.169363049,0.021420765
B170DQ6,TURKEY,EMSC,LOGO YAZILIM SANAYI,Software & Services,0.587218138,0.552057586,-0.03421859
5558203,JAPAN,DMSC,SEIKAGAKU CORP,"Pharmaceuticals, Biotechnology & Life Sciences",0.587271977,-0.09502258,0.007830918
5523881,ISRAEL,DMSC,MATRIX LT,Software & Services,0.587363138,-0.43922287,0.005248869
4495044,INDIA,EM,LIC HOUSING FINANCE,Banks,0.587569537,-0.001834842,0.027300873
B9G6L89,SINGAPORE,DMSC,STARHILL GLOBAL REIT,Real Estate,0.587629449,-0.158166411,-0.010960519
5773255,FINLAND,DMSC,F-SECURE,Software & Services,0.587964796,-0.147463046,-0.012236738
B1DXPB8,KOREA,EMSC,GAMEVIL,Software & Services,0.587975642,0.833179407,0.034294235
5720273,ITALY,DMSC,EI TOWERS,Telecommunication Services,0.588480369,-0.023130543,0.005469009
5531000,KOREA,EMSC,SFA ENGINEERING CORP,Technology Hardware & Equipment,0.589095366,0.166276556,0.010648012
B09DHL9,FRANCE,DM,ACCOR,Consumer Services,0.589559701,-0.104176198,0.01664781
5633962,USA,DMSC,SVCSOURCE INTERNATIONAL,Software & Services,0.589721254,0.079353648,-0.009395018
B06CF71,JAPAN,DMSC,H2O RETAILING CORP,Retailing,0.590310719,-0.328030532,-0.034248665
B4RLNR1,CHINA,EMSC,RICI HEALTHCARE HOLDINGS,Health Care Equipment & Services,0.590498862,-0.071164285,-0.003363464
7058228,SWITZERLAND,DMSC,BACHEM HOLDING B,"Pharmaceuticals, Biotechnology & Life Sciences",0.590915029,0.918427057,0.013968426
B11Y3K8,TAIWAN,EMSC,CHAROEN POKPHAND ENT,Food Beverage & Tobacco,0.59100044,-0.006567589,-0.004014879
5499238,TAIWAN,EMSC,LONG BON DEVELOPMENT CO,Insurance,0.591083107,-0.347713862,0.006044224
5910609,CHINA,EM,SINO BIOPHARMACEUTICAL,"Pharmaceuticals, Biotechnology & Life Sciences",0.591167386,-0.012064445,0.012729189
5334588,CANADA,DMSC,ALGONQUIN POWER & UTL,Utilities,0.592094606,-0.2480621,-0.014685784
4717629,SWITZERLAND,DMSC,ALSO HOLDING,Technology Hardware & Equipment,0.592158198,-0.386681999,0.003707726
B03K783,KOREA,EMSC,DAEHWA PHARM CO,"Pharmaceuticals, Biotechnology & Life Sciences",0.593460515,0.085207326,0.043255325
BR17150,AUSTRALIA,DMSC,VOCUS GROUP,Telecommunication Services,0.594274073,0.734343104,-0.032241837
4665933,PAKISTAN,EMSC,THAL JUTE MILLS,Automobiles & Components,0.595263932,0.118443655,-0.028083491
B2352K9,KOREA,EMSC,JW PHARMACEUTICAL,"Pharmaceuticals, Biotechnology & Life Sciences",0.59530995,-0.201806149,-0.033861448
5465358,MALAYSIA,EMSC,MUHIBBAH ENGINEERING,Capital Goods,0.595664565,-0.272386824,-0.023500577
5843329,THAILAND,EMSC,POLYPLEX,Materials,0.59650655,-0.2225451,0.017847183
BYXTW83,JAPAN,DMSC,MORITA HOLDINGS CORP,Capital Goods,0.596688594,-0.140246734,-0.005758157
4818351,TAIWAN,EMSC,CONCRAFT HOLDING,Technology Hardware & Equipment,0.59679041,-0.256688134,-0.030916349
BYY5978,USA,DM,QUINTILES IMS HOLDINGS,"Pharmaceuticals, Biotechnology & Life Sciences",0.597034607,-0.182925811,-0.022683077
BX3JSJ9,USA,DMSC,TRITON INTERNATIONAL,Capital Goods,0.597091863,-0.496583393,-0.007731959
5260768,JAPAN,DMSC,MOCHIDA PHARMACEUTICAL,"Pharmaceuticals, Biotechnology & Life Sciences",0.597334643,-0.121087756,-0.009659091
5271276,NORWAY,DMSC,ENTRA,Real Estate,0.597645389,-0.028700254,-0.001997885
BMHTHK2,TAIWAN,EMSC,POYA,Retailing,0.597814338,-0.32998355,-0.015243981
B3B20H2,CHINA,EMSC,SUNPOWER GROUP,Capital Goods,0.598611421,0.6240347,0.023821178
4755135,JAPAN,DMSC,KOTOBUKI SPIRITS CO,Food Beverage & Tobacco,0.599338814,-0.413754371,0.003834212
5386750,USA,DMSC,ENTRAVISION COMMU A,Media,0.599469324,0.050066947,-0.008755193
5740389,GERMANY,DMSC,HYPOPORT,Diversified Financials,0.599786383,0.162000698,-0.006896552
BYTK8S2,BRAZIL,EMSC,BRADESPAR PN,Materials,0.600199247,-0.056026158,0.016396104
B3S3S52,INDIA,EMSC,CREDIT ANALYSIS RESEARCH,Diversified Financials,0.60084358,-0.35912796,-0.003287014
5784462,JAPAN,DMSC,AXIAL RETAILING,Food & Staples Retailing,0.601308601,0.379193062,-0.00767595
5785186,KOREA,EMSC,SUNG KWANG BEND CO,Capital Goods,0.601433063,-0.291645328,0.014506438
5735631,USA,DMSC,NEVRO,Health Care Equipment & Services,0.601839237,-0.118962178,0.002264151
5769470,CHINA,EMSC,SKYWORTH DIGITAL HLDGS,Consumer Durables & Apparel,0.602619223,1.119624431,0.001152339
BR2Z8G3,JAPAN,DMSC,RELIA,Commercial & Professional Services,0.602642264,0.050347058,0.006331223
BZ6CZ43,INDIA,EM,APOLLO HOSPITALS,Health Care Equipment & Services,0.603601086,0.394171801,0.056329497
B1FQQK1,JAPAN,DM,M3,Health Care Equipment & Services,0.603663948,-0.470112444,0.026528497
5092336,KOREA,EMSC,CJ CGV CO,Media,0.603677022,-0.375815443,-0.013905177
B04ZLY1,KOREA,EMSC,S&T DYNAMICS CO,Capital Goods,0.603688169,0.144466592,0.025305238
B11Y568,JAPAN,DM,YAMADA DENKI CO,Retailing,0.604075173,-0.247865441,0.018028896
B17R248,JAPAN,DMSC,HOKUETSU KISHU PAPER CO,Materials,0.605179415,-0.175396729,-0.031768775
BD7VFY5,KOREA,EM,ORION CORP,Food Beverage & Tobacco,0.605271402,-0.320448246,0.0028463
7508927,FINLAND,DMSC,DNA,Telecommunication Services,0.605350228,-0.346842283,0.007312925
5770911,FRANCE,DM,LVMH MOET HENNESSY,Consumer Durables & Apparel,0.605415064,0.033042486,0.00997921
B1JTY91,JAPAN,DMSC,KASAI KOGYO CO,Automobiles & Components,0.605909301,0.386763151,0.043989547
BHD66J4,TAIWAN,EMSC,TSC AUTO ID TECHNOLOGY,Technology Hardware & Equipment,0.606141262,-0.12202547,0.028446819
B2R9XL5,TAIWAN,EMSC,AIRTAC INTERNATIONAL,Capital Goods,0.606179558,0.412826342,-0.005900159
B0VL7C2,RUSSIA,EM,MOSCOW EXCHANGE (RUB),Diversified Financials,0.606422868,-0.214134952,-0.002497502
4350024,TAIWAN,EMSC,TAIWAN UNION TECHNOLOGY,Technology Hardware & Equipment,0.606742955,-0.054462126,0
BTL0ZQ2,USA,DMSC,RESOLUTE FOREST PRODUCTS,Materials,0.607057727,0.66235795,0.053630755
4161293,JAPAN,DMSC,DEXERIALS CORP,Technology Hardware & Equipment,0.607277302,-0.341809384,0
5564619,JAPAN,DMSC,HIRATA CORP,Capital Goods,0.60735308,-0.180470869,0.029957204
B1WP656,KOREA,EMSC,HYUNDAI LIVART CO,Consumer Durables & Apparel,0.607454639,0.3863279,-0.012227074
BYSS4Q7,USA,DMSC,VERSARTIS,"Pharmaceuticals, Biotechnology & Life Sciences",0.608163265,0.276965835,0.014412417
5263574,UNITED KINGDOM,DMSC,REDROW,Consumer Durables & Apparel,0.608355665,-0.040464118,-0.003461063
4501093,JAPAN,DMSC,VECTOR MINATO KU,Media,0.608745936,0.088413571,0.035897436
7116762,SWEDEN,DMSC,EVOLUTION GAMING GROUP,Consumer Services,0.608768063,-0.230953076,-0.010309278
B0386J1,RUSSIA,EM,MAGNIT GDR,Food & Staples Retailing,0.609399246,0.427770504,0.00481996
BBL4QM1,CHINA,EMSC,FUFENG GRP,Materials,0.609818528,1.969124339,0.057692308
BD2BMF0,CHINA,EMSC,BEIJING BEIDA JADE H,Software & Services,0.609914992,0.992135,-0.015567087
7106354,SWEDEN,DMSC,SWECO B,Capital Goods,0.609946917,0.023769969,0.004612546
BVZHXJ2,TAIWAN,EMSC,PRESIDENT SECURITIES,Diversified Financials,0.610803927,-0.34478947,0.002444988
BYMM001,UNITED KINGDOM,DMSC,BOOHOO.COM,Retailing,0.610903258,-0.025954214,-0.003144654
4713490,USA,DMSC,USG CORP,Capital Goods,0.610994534,0.223242891,0.014548239
BX8ZX20,SWITZERLAND,DMSC,FORBO HOLDING,Consumer Durables & Apparel,0.611099041,0.056637834,0.010916308
BYZGMM6,JAPAN,DMSC,NIPPON SHOKUBAI CO,Materials,0.611302695,0.347599915,0.006585136
5690859,CANADA,DM,EMPIRE CO A,Food & Staples Retailing,0.611698656,-0.092216915,0.020908435
BBCR9N1,TAIWAN,EMSC,CHONG HONG CONSTRUCTION,Real Estate,0.61185318,0.664041238,0.006112469
4821672,JAPAN,DMSC,FUJI OIL HOLDINGS,Food Beverage & Tobacco,0.611989497,-0.139053482,0.029411765
B14LS01,ISRAEL,DM,MIZRAHI TEFAHOT BANK,Banks,0.612657954,-0.340641606,-0.003510825
B06JSP1,TAIWAN,EM,RUENTEX DEVELOPMENT CO,Real Estate,0.613283272,-0.242927257,-0.005443886
B94P973,JAPAN,DMSC,JAPAN WOOL TEXTILE CO,Consumer Durables & Apparel,0.613383683,0.377132875,-0.000502008
BZ3CNK8,IRELAND,DMSC,GLANBIA,Food Beverage & Tobacco,0.613453152,-0.16523291,-0.007692308
B0SDJB4,JAPAN,DMSC,EXEDY CORP,Automobiles & Components,0.614167439,-0.379577416,-0.020576132
B83KH89,JAPAN,DMSC,TOHO HLDGS CO,Health Care Equipment & Services,0.614405551,-0.13679874,0.071428571
5579107,KOREA,EMSC,WOONGJIN THINKBIG,Media,0.614445242,-0.075366208,0.007316498
B01ZVZ5,JAPAN,DMSC,KYUDENKO CORP,Capital Goods,0.614935821,-0.286680366,-0.020765472
5730409,MALAYSIA,EM,GENTING,Consumer Services,0.615135195,0.76607731,0.00481232
B1YY662,USA,DMSC,LAREDO PETROLEUM,Energy,0.615901342,-0.20553259,0.017763158
BM677T6,JAPAN,DMSC,SUGI HOLDINGS CO,Food & Staples Retailing,0.61621047,-0.255346735,-0.005669429
B07VZ99,USA,DMSC,TRUPANION,Insurance,0.616266084,0.126157947,-0.009474591
BP269Z8,JAPAN,DM,CALBEE,Food Beverage & Tobacco,0.617058082,-0.376903687,0.006190942
BBHXPN6,TAIWAN,EMSC,SHINKONG INSURANCE CO,Insurance,0.618308939,2.861613664,-0.063076923
B18S767,ITALY,DM,SAIPEM,Energy,0.618655478,-0.449773911,-0.001710465
BX90C05,INDONESIA,EMSC,MODERNLAND REALTY TBK,Real Estate,0.618962361,1.433955163,0.040156163
BP3QYZ2,USA,DMSC,MARCUS CORP (THE),Consumer Services,0.619178646,-0.409111482,0.008598993
B15CL93,TAIWAN,EMSC,LEXTAR ELECTRONICS CORP,Semiconductors & Semiconductor Equipment,0.619721538,0.292656555,-0.004694836
B28HQR5,JAPAN,DMSC,NIPPON CERAMIC CO,Technology Hardware & Equipment,0.620725447,0.368310135,0.127659574
BYX98X0,CANADA,DMSC,HIGH LINER FOODS,Food Beverage & Tobacco,0.620804123,-0.301548254,0.029611519
5468324,USA,DMSC,MACOM TECHNOLOGY SOLN,Semiconductors & Semiconductor Equipment,0.621100754,-0.63235579,0.003579098
B1W7BK2,KOREA,EMSC,SAMYANG FOODS,Food Beverage & Tobacco,0.621283826,0.22858418,0.004297994
BYR4L21,JAPAN,DMSC,KAMEI CORP,Capital Goods,0.621495093,-0.358338951,0.006780358
B1PQHS6,JAPAN,DMSC,BRONCO BILLY,Consumer Services,0.621799565,-0.134345221,-0.001605136
5787115,JAPAN,DMSC,SHINKO ELECTRIC IND CO,Semiconductors & Semiconductor Equipment,0.621849403,0.354031966,0.031729355
B01CP21,JAPAN,DMSC,J TRUST CO,Diversified Financials,0.621979499,1.375850764,0.015082956
